studyName,"Date GMT",Island,Colony,Adults
PAL0607,2006-11-19,HUM,2.1,30
PAL0607,2006-11-19,HUM,2.2,38
PAL0607,2006-11-19,HUM,4.0,12
PAL0607,2006-11-19,HUM,5.0,49
PAL0607,2006-11-21,HUM,2.1,34
PAL0607,2006-11-21,HUM,2.2,38
PAL0607,2006-11-21,HUM,4.0,13
PAL0607,2006-11-21,HUM,5.0,46
PAL0607,2006-11-23,HUM,2.1,30
PAL0607,2006-11-23,HUM,2.2,41
PAL0607,2006-11-23,HUM,4.0,13
PAL0607,2006-11-23,HUM,5.0,40
PAL0607,2006-11-25,HUM,2.1,31
PAL0607,2006-11-25,HUM,2.2,38
PAL0607,2006-11-25,HUM,4.0,13
PAL0607,2006-11-25,HUM,5.0,36
PAL0607,2006-11-27,HUM,2.1,25
PAL0607,2006-11-27,HUM,2.2,37
PAL0607,2006-11-27,HUM,4.0,12
PAL0607,2006-11-27,HUM,5.0,33
PAL0607,2006-11-29,HUM,2.1,24
PAL0607,2006-11-29,HUM,2.2,32
PAL0607,2006-11-29,HUM,4.0,12
PAL0607,2006-11-29,HUM,5.0,31
PAL0607,2006-12-01,HUM,2.1,24
PAL0607,2006-12-01,HUM,2.2,36
PAL0607,2006-12-01,HUM,4.0,32
PAL0607,2006-12-01,HUM,5.0,13
PAL0607,2006-12-04,HUM,2.1,24
PAL0607,2006-12-04,HUM,2.2,37
PAL0607,2006-12-04,HUM,4.0,11
PAL0607,2006-12-04,HUM,5.0,28
PAL0607,2006-12-06,HUM,2.1,24
PAL0607,2006-12-06,HUM,2.2,33
PAL0607,2006-12-06,HUM,4.0,9
PAL0607,2006-12-06,HUM,5.0,29
PAL0607,2006-12-08,HUM,2.1,23
PAL0607,2006-12-08,HUM,2.2,36
PAL0607,2006-12-08,HUM,4.0,9
PAL0607,2006-12-08,HUM,5.0,23
PAL0607,2006-12-10,HUM,2.1,23
PAL0607,2006-12-10,HUM,2.2,37
PAL0607,2006-12-10,HUM,4.0,7
PAL0607,2006-12-10,HUM,5.0,24
PAL0607,2006-12-12,HUM,2.1,23
PAL0607,2006-12-12,HUM,2.2,38
PAL0607,2006-12-12,HUM,4.0,7
PAL0607,2006-12-12,HUM,5.0,23
PAL0607,2006-12-14,HUM,2.1,23
PAL0607,2006-12-14,HUM,2.2,37
PAL0607,2006-12-14,HUM,4.0,6
PAL0607,2006-12-14,HUM,5.0,23
PAL0607,2006-12-16,HUM,2.1,25
PAL0607,2006-12-16,HUM,2.2,50
PAL0607,2006-12-16,HUM,4.0,4
PAL0607,2006-12-16,HUM,5.0,22
PAL0607,2006-12-18,HUM,2.1,28
PAL0607,2006-12-18,HUM,2.2,44
PAL0607,2006-12-18,HUM,4.0,3
PAL0607,2006-12-18,HUM,5.0,30
PAL0607,2006-12-20,HUM,2.1,28
PAL0607,2006-12-20,HUM,2.2,48
PAL0607,2006-12-20,HUM,4.0,1
PAL0607,2006-12-20,HUM,5.0,36
PAL0607,2006-12-22,HUM,2.1,32
PAL0607,2006-12-22,HUM,2.2,45
PAL0607,2006-12-22,HUM,4.0,1
PAL0607,2006-12-22,HUM,5.0,40
PAL0607,2006-12-24,HUM,2.1,30
PAL0607,2006-12-24,HUM,2.2,54
PAL0607,2006-12-24,HUM,4.0,1
PAL0607,2006-12-24,HUM,5.0,45
PAL0607,2006-12-26,HUM,2.1,30
PAL0607,2006-12-26,HUM,2.2,42
PAL0607,2006-12-26,HUM,4.0,1
PAL0607,2006-12-26,HUM,5.0,49
PAL0607,2006-12-28,HUM,2.1,44
PAL0607,2006-12-28,HUM,2.2,60
PAL0607,2006-12-28,HUM,4.0,2
PAL0607,2006-12-28,HUM,5.0,60
PAL0607,2006-12-30,HUM,2.1,38
PAL0607,2006-12-30,HUM,2.2,39
PAL0607,2006-12-30,HUM,4.0,4
PAL0607,2006-12-30,HUM,5.0,45
PAL0607,2007-01-01,HUM,2.1,33
PAL0607,2007-01-01,HUM,2.2,42
PAL0607,2007-01-01,HUM,4.0,2
PAL0607,2007-01-01,HUM,5.0,53
PAL0607,2007-01-04,HUM,2.1,33
PAL0607,2007-01-04,HUM,2.2,44
PAL0607,2007-01-04,HUM,4.0,3
PAL0607,2007-01-04,HUM,5.0,59
PAL0607,2007-01-09,HUM,2.1,35
PAL0607,2007-01-09,HUM,2.2,44
PAL0607,2007-01-09,HUM,4.0,4
PAL0607,2007-01-09,HUM,5.0,46
PAL0607,2007-01-14,HUM,2.1,32
PAL0607,2007-01-14,HUM,2.2,38
PAL0607,2007-01-14,HUM,4.0,3
PAL0607,2007-01-14,HUM,5.0,43
PAL0607,2007-01-19,HUM,2.1,35
PAL0607,2007-01-19,HUM,2.2,40
PAL0607,2007-01-19,HUM,5.0,48
PAL0607,2007-01-24,HUM,2.1,24
PAL0607,2007-01-24,HUM,2.2,27
PAL0607,2007-01-24,HUM,4.0,0
PAL0607,2007-01-24,HUM,5.0,29
PAL0607,2007-01-29,HUM,2.1,14
PAL0607,2007-01-29,HUM,2.2,21
PAL0607,2007-01-29,HUM,5.0,19
PAL0607,2007-02-03,HUM,2.1,1
PAL0607,2007-02-03,HUM,2.2,9
PAL0607,2007-02-03,HUM,5.0,7
PAL0607,2007-02-08,HUM,2.1,0
PAL0607,2007-02-08,HUM,2.2,0
PAL0607,2007-02-08,HUM,5.0,0
PAL0607,2007-02-13,HUM,2.1,0
PAL0607,2007-02-13,HUM,2.2,0
PAL0607,2007-02-13,HUM,4.0,0
PAL0607,2007-02-13,HUM,5.0,0
PAL0708,2007-10-16,HUM,2.1,0
PAL0708,2007-10-16,HUM,2.2,5
PAL0708,2007-10-16,HUM,4.0,0
PAL0708,2007-10-16,HUM,5.0,7
PAL0708,2007-10-18,HUM,2.1,1
PAL0708,2007-10-18,HUM,2.2,15
PAL0708,2007-10-18,HUM,4.0,0
PAL0708,2007-10-18,HUM,5.0,10
PAL0708,2007-10-20,HUM,2.1,9
PAL0708,2007-10-20,HUM,2.2,24
PAL0708,2007-10-20,HUM,4.0,0
PAL0708,2007-10-20,HUM,5.0,19
PAL0708,2007-10-22,HUM,2.1,18
PAL0708,2007-10-22,HUM,2.2,29
PAL0708,2007-10-22,HUM,4.0,0
PAL0708,2007-10-22,HUM,5.0,20
PAL0708,2007-10-25,HUM,2.1,28
PAL0708,2007-10-25,HUM,2.2,46
PAL0708,2007-10-25,HUM,4.0,0
PAL0708,2007-10-25,HUM,5.0,41
PAL0708,2007-10-27,HUM,2.1,33
PAL0708,2007-10-27,HUM,2.2,53
PAL0708,2007-10-27,HUM,4.0,2
PAL0708,2007-10-27,HUM,5.0,44
PAL0708,2007-10-29,HUM,2.1,36
PAL0708,2007-10-29,HUM,2.2,49
PAL0708,2007-10-29,HUM,4.0,5
PAL0708,2007-10-29,HUM,5.0,56
PAL0708,2007-11-01,HUM,2.1,43
PAL0708,2007-11-01,HUM,2.2,61
PAL0708,2007-11-01,HUM,4.0,5
PAL0708,2007-11-01,HUM,5.0,64
PAL0708,2007-11-03,HUM,2.1,47
PAL0708,2007-11-03,HUM,2.2,65
PAL0708,2007-11-03,HUM,4.0,3
PAL0708,2007-11-03,HUM,5.0,64
PAL0708,2007-11-04,HUM,2.1,47
PAL0708,2007-11-04,HUM,2.2,62
PAL0708,2007-11-04,HUM,4.0,3
PAL0708,2007-11-04,HUM,5.0,63
PAL0708,2007-11-06,HUM,2.1,46
PAL0708,2007-11-06,HUM,2.2,64
PAL0708,2007-11-06,HUM,4.0,4
PAL0708,2007-11-06,HUM,5.0,64
PAL0708,2007-11-08,HUM,2.1,47
PAL0708,2007-11-08,HUM,2.2,65
PAL0708,2007-11-08,HUM,4.0,3
PAL0708,2007-11-08,HUM,5.0,68
PAL0708,2007-11-10,HUM,2.1,47
PAL0708,2007-11-10,HUM,2.2,63
PAL0708,2007-11-10,HUM,4.0,2
PAL0708,2007-11-10,HUM,5.0,65
PAL0708,2007-11-12,HUM,2.1,46
PAL0708,2007-11-12,HUM,2.2,62
PAL0708,2007-11-12,HUM,4.0,3
PAL0708,2007-11-12,HUM,5.0,65
PAL0708,2007-11-14,HUM,2.1,46
PAL0708,2007-11-14,HUM,2.2,56
PAL0708,2007-11-14,HUM,4.0,0
PAL0708,2007-11-14,HUM,5.0,62
PAL0708,2007-11-16,HUM,2.1,38
PAL0708,2007-11-16,HUM,2.2,53
PAL0708,2007-11-16,HUM,4.0,1
PAL0708,2007-11-16,HUM,5.0,52
PAL0708,2007-11-19,HUM,2.1,30
PAL0708,2007-11-19,HUM,2.2,41
PAL0708,2007-11-19,HUM,4.0,0
PAL0708,2007-11-19,HUM,5.0,43
PAL0708,2007-11-25,HUM,2.1,31
PAL0708,2007-11-25,HUM,2.2,38
PAL0708,2007-11-25,HUM,4.0,0
PAL0708,2007-11-25,HUM,5.0,40
PAL0708,2007-12-02,HUM,2.1,22
PAL0708,2007-12-02,HUM,2.2,37
PAL0708,2007-12-02,HUM,4.0,0
PAL0708,2007-12-02,HUM,5.0,36
PAL0708,2007-12-08,HUM,2.1,26
PAL0708,2007-12-08,HUM,2.2,38
PAL0708,2007-12-08,HUM,4.0,0
PAL0708,2007-12-08,HUM,5.0,30
PAL0708,2007-12-13,HUM,2.1,22
PAL0708,2007-12-13,HUM,2.2,37
PAL0708,2007-12-13,HUM,4.0,0
PAL0708,2007-12-13,HUM,5.0,33
PAL0708,2007-12-18,HUM,2.1,17
PAL0708,2007-12-18,HUM,2.2,44
PAL0708,2007-12-18,HUM,4.0,0
PAL0708,2007-12-18,HUM,5.0,43
PAL0708,2007-12-23,HUM,2.1,24
PAL0708,2007-12-23,HUM,2.2,41
PAL0708,2007-12-23,HUM,4.0,0
PAL0708,2007-12-23,HUM,5.0,43
PAL0708,2007-12-29,HUM,2.1,28
PAL0708,2007-12-29,HUM,2.2,43
PAL0708,2007-12-29,HUM,4.0,0
PAL0708,2007-12-29,HUM,5.0,50
PAL0708,2008-01-02,HUM,2.1,26
PAL0708,2008-01-02,HUM,2.2,40
PAL0708,2008-01-02,HUM,4.0,1
PAL0708,2008-01-02,HUM,5.0,46
PAL0708,2008-01-07,HUM,2.1,32
PAL0708,2008-01-07,HUM,2.2,38
PAL0708,2008-01-07,HUM,4.0,0
PAL0708,2008-01-07,HUM,5.0,43
PAL0708,2008-01-13,HUM,2.1,24
PAL0708,2008-01-13,HUM,2.2,42
PAL0708,2008-01-13,HUM,4.0,0
PAL0708,2008-01-13,HUM,5.0,36
PAL0708,2008-01-18,HUM,2.1,28
PAL0708,2008-01-18,HUM,2.2,41
PAL0708,2008-01-18,HUM,4.0,0
PAL0708,2008-01-18,HUM,5.0,37
PAL0708,2008-01-23,HUM,2.1,32
PAL0708,2008-01-23,HUM,2.2,31
PAL0708,2008-01-23,HUM,4.0,0
PAL0708,2008-01-23,HUM,5.0,34
PAL0708,2008-01-28,HUM,2.1,19
PAL0708,2008-01-28,HUM,2.2,31
PAL0708,2008-01-28,HUM,4.0,0
PAL0708,2008-01-28,HUM,5.0,31
PAL0708,2008-02-02,HUM,2.1,6
PAL0708,2008-02-02,HUM,2.2,5
PAL0708,2008-02-02,HUM,4.0,0
PAL0708,2008-02-02,HUM,5.0,11
PAL0708,2008-02-07,HUM,2.1,1
PAL0708,2008-02-07,HUM,2.2,6
PAL0708,2008-02-07,HUM,4.0,0
PAL0708,2008-02-07,HUM,5.0,7
PAL0708,2008-02-12,HUM,2.1,0
PAL0708,2008-02-12,HUM,2.2,0
PAL0708,2008-02-12,HUM,4.0,0
PAL0708,2008-02-12,HUM,5.0,2
PAL0708,2008-02-17,HUM,2.1,0
PAL0708,2008-02-17,HUM,2.2,0
PAL0708,2008-02-17,HUM,4.0,0
PAL0708,2008-02-17,HUM,5.0,2
PAL0809,2008-10-24,HUM,2.1,31
PAL0809,2008-10-24,HUM,2.2,60
PAL0809,2008-10-24,HUM,4.0,0
PAL0809,2008-10-24,HUM,5.0,44
PAL0809,2008-10-26,HUM,2.1,36
PAL0809,2008-10-26,HUM,2.2,62
PAL0809,2008-10-26,HUM,4.0,0
PAL0809,2008-10-26,HUM,5.0,48
PAL0809,2008-10-28,HUM,2.1,36
PAL0809,2008-10-28,HUM,2.2,63
PAL0809,2008-10-28,HUM,4.0,0
PAL0809,2008-10-28,HUM,5.0,53
PAL0809,2008-10-30,HUM,2.1,36
PAL0809,2008-10-30,HUM,2.2,63
PAL0809,2008-10-30,HUM,4.0,0
PAL0809,2008-10-30,HUM,5.0,54
PAL0809,2008-11-01,HUM,2.1,38
PAL0809,2008-11-01,HUM,2.2,64
PAL0809,2008-11-01,HUM,4.0,0
PAL0809,2008-11-01,HUM,5.0,58
PAL0809,2008-11-04,HUM,2.1,42
PAL0809,2008-11-04,HUM,2.2,64
PAL0809,2008-11-04,HUM,4.0,0
PAL0809,2008-11-04,HUM,5.0,55
PAL0809,2008-11-05,HUM,2.1,44
PAL0809,2008-11-05,HUM,2.2,63
PAL0809,2008-11-05,HUM,4.0,0
PAL0809,2008-11-05,HUM,5.0,55
PAL0809,2008-11-07,HUM,2.1,39
PAL0809,2008-11-07,HUM,2.2,62
PAL0809,2008-11-07,HUM,4.0,0
PAL0809,2008-11-07,HUM,5.0,56
PAL0809,2008-11-09,HUM,2.1,38
PAL0809,2008-11-09,HUM,2.2,63
PAL0809,2008-11-09,HUM,4.0,0
PAL0809,2008-11-09,HUM,5.0,56
PAL0809,2008-11-11,HUM,2.1,39
PAL0809,2008-11-11,HUM,2.2,63
PAL0809,2008-11-11,HUM,4.0,0
PAL0809,2008-11-11,HUM,5.0,52
PAL0809,2008-11-13,HUM,2.1,32
PAL0809,2008-11-13,HUM,2.2,51
PAL0809,2008-11-13,HUM,4.0,0
PAL0809,2008-11-13,HUM,5.0,47
PAL0809,2008-11-15,HUM,2.1,27
PAL0809,2008-11-15,HUM,2.2,44
PAL0809,2008-11-15,HUM,4.0,0
PAL0809,2008-11-15,HUM,5.0,42
PAL0809,2008-11-16,HUM,2.1,25
PAL0809,2008-11-16,HUM,2.2,41
PAL0809,2008-11-16,HUM,4.0,0
PAL0809,2008-11-16,HUM,5.0,38
PAL0809,2008-11-23,HUM,2.1,27
PAL0809,2008-11-23,HUM,2.2,40
PAL0809,2008-11-23,HUM,4.0,0
PAL0809,2008-11-23,HUM,5.0,32
PAL0809,2008-11-28,HUM,2.1,24
PAL0809,2008-11-28,HUM,2.2,38
PAL0809,2008-11-28,HUM,4.0,1
PAL0809,2008-11-28,HUM,5.0,29
PAL0809,2008-12-04,HUM,2.1,20
PAL0809,2008-12-04,HUM,2.2,43
PAL0809,2008-12-04,HUM,4.0,0
PAL0809,2008-12-04,HUM,5.0,25
PAL0809,2008-12-10,HUM,2.1,26
PAL0809,2008-12-10,HUM,2.2,46
PAL0809,2008-12-10,HUM,4.0,0
PAL0809,2008-12-10,HUM,5.0,34
PAL0809,2008-12-15,HUM,2.1,29
PAL0809,2008-12-15,HUM,2.2,56
PAL0809,2008-12-15,HUM,4.0,0
PAL0809,2008-12-15,HUM,5.0,35
PAL0809,2008-12-20,HUM,2.1,32
PAL0809,2008-12-20,HUM,2.2,67
PAL0809,2008-12-20,HUM,4.0,0
PAL0809,2008-12-20,HUM,5.0,41
PAL0809,2008-12-26,HUM,2.1,26
PAL0809,2008-12-26,HUM,2.2,44
PAL0809,2008-12-26,HUM,4.0,0
PAL0809,2008-12-26,HUM,5.0,30
PAL0809,2009-01-01,HUM,2.1,26
PAL0809,2009-01-01,HUM,2.2,41
PAL0809,2009-01-01,HUM,4.0,0
PAL0809,2009-01-01,HUM,5.0,29
PAL0809,2009-01-05,HUM,2.1,25
PAL0809,2009-01-05,HUM,2.2,44
PAL0809,2009-01-05,HUM,4.0,0
PAL0809,2009-01-05,HUM,5.0,30
PAL0809,2009-01-10,HUM,2.1,49
PAL0809,2009-01-10,HUM,2.2,54
PAL0809,2009-01-10,HUM,4.0,0
PAL0809,2009-01-10,HUM,5.0,45
PAL0809,2009-01-15,HUM,2.1,28
PAL0809,2009-01-15,HUM,2.2,38
PAL0809,2009-01-15,HUM,4.0,0
PAL0809,2009-01-15,HUM,5.0,28
PAL0809,2009-01-20,HUM,2.1,30
PAL0809,2009-01-20,HUM,2.2,45
PAL0809,2009-01-20,HUM,4.0,0
PAL0809,2009-01-20,HUM,5.0,32
PAL0809,2009-01-25,HUM,2.1,17
PAL0809,2009-01-25,HUM,2.2,20
PAL0809,2009-01-25,HUM,4.0,0
PAL0809,2009-01-25,HUM,5.0,13
PAL0809,2009-01-30,HUM,2.1,14
PAL0809,2009-01-30,HUM,2.2,16
PAL0809,2009-01-30,HUM,4.0,0
PAL0809,2009-01-30,HUM,5.0,11
PAL0809,2009-02-04,HUM,2.1,1
PAL0809,2009-02-04,HUM,2.2,4
PAL0809,2009-02-04,HUM,4.0,0
PAL0809,2009-02-04,HUM,5.0,0
PAL0809,2009-02-09,HUM,2.1,0
PAL0809,2009-02-09,HUM,2.2,0
PAL0809,2009-02-09,HUM,4.0,0
PAL0809,2009-02-09,HUM,5.0,0
PAL0809,2009-02-14,HUM,2.1,0
PAL0809,2009-02-14,HUM,2.2,0
PAL0809,2009-02-14,HUM,4.0,0
PAL0809,2009-02-14,HUM,5.0,0
PAL0809,2009-02-20,HUM,2.1,0
PAL0809,2009-02-20,HUM,2.2,0
PAL0809,2009-02-20,HUM,4.0,0
PAL0809,2009-02-20,HUM,5.0,0
PAL0910,2009-10-23,HUM,2.1,18
PAL0910,2009-10-23,HUM,2.2,37
PAL0910,2009-10-23,HUM,4.0,0
PAL0910,2009-10-23,HUM,5.0,24
PAL0910,2009-10-25,HUM,2.1,19
PAL0910,2009-10-25,HUM,2.2,40
PAL0910,2009-10-25,HUM,4.0,0
PAL0910,2009-10-25,HUM,5.0,31
PAL0910,2009-10-28,HUM,2.1,29
PAL0910,2009-10-28,HUM,2.2,57
PAL0910,2009-10-28,HUM,4.0,0
PAL0910,2009-10-28,HUM,5.0,36
PAL0910,2009-11-02,HUM,2.1,39
PAL0910,2009-11-02,HUM,2.2,63
PAL0910,2009-11-02,HUM,4.0,0
PAL0910,2009-11-02,HUM,5.0,39
PAL0910,2009-11-04,HUM,2.1,40
PAL0910,2009-11-04,HUM,2.2,61
PAL0910,2009-11-04,HUM,4.0,0
PAL0910,2009-11-04,HUM,5.0,40
PAL0910,2009-11-06,HUM,2.1,39
PAL0910,2009-11-06,HUM,2.2,61
PAL0910,2009-11-06,HUM,4.0,0
PAL0910,2009-11-06,HUM,5.0,43
PAL0910,2009-11-07,HUM,2.1,39
PAL0910,2009-11-07,HUM,2.2,63
PAL0910,2009-11-07,HUM,4.0,0
PAL0910,2009-11-07,HUM,5.0,42
PAL0910,2009-11-09,HUM,2.1,40
PAL0910,2009-11-09,HUM,2.2,66
PAL0910,2009-11-09,HUM,4.0,1
PAL0910,2009-11-09,HUM,5.0,40
PAL0910,2009-11-11,HUM,2.1,40
PAL0910,2009-11-11,HUM,2.2,64
PAL0910,2009-11-11,HUM,4.0,2
PAL0910,2009-11-11,HUM,5.0,42
PAL0910,2009-11-12,HUM,2.1,38
PAL0910,2009-11-12,HUM,2.2,64
PAL0910,2009-11-12,HUM,4.0,0
PAL0910,2009-11-12,HUM,5.0,43
PAL0910,2009-11-14,HUM,2.1,41
PAL0910,2009-11-14,HUM,2.2,71
PAL0910,2009-11-14,HUM,4.0,0
PAL0910,2009-11-14,HUM,5.0,42
PAL0910,2009-11-16,HUM,2.1,36
PAL0910,2009-11-16,HUM,2.2,62
PAL0910,2009-11-16,HUM,4.0,0
PAL0910,2009-11-16,HUM,5.0,37
PAL0910,2009-11-18,HUM,2.1,38
PAL0910,2009-11-18,HUM,2.2,58
PAL0910,2009-11-18,HUM,4.0,0
PAL0910,2009-11-18,HUM,5.0,37
PAL0910,2009-11-21,HUM,2.1,31
PAL0910,2009-11-21,HUM,2.2,48
PAL0910,2009-11-21,HUM,4.0,0
PAL0910,2009-11-21,HUM,5.0,31
PAL0910,2009-11-26,HUM,2.1,24
PAL0910,2009-11-26,HUM,2.2,39
PAL0910,2009-11-26,HUM,4.0,0
PAL0910,2009-11-26,HUM,5.0,29
PAL0910,2009-11-28,HUM,2.1,24
PAL0910,2009-11-28,HUM,2.2,44
PAL0910,2009-11-28,HUM,4.0,0
PAL0910,2009-11-28,HUM,5.0,25
PAL0910,2009-12-03,HUM,2.1,19
PAL0910,2009-12-03,HUM,2.2,32
PAL0910,2009-12-03,HUM,4.0,0
PAL0910,2009-12-03,HUM,5.0,18
PAL0910,2009-12-08,HUM,2.1,19
PAL0910,2009-12-08,HUM,2.2,34
PAL0910,2009-12-08,HUM,4.0,0
PAL0910,2009-12-08,HUM,5.0,19
PAL0910,2009-12-13,HUM,2.1,19
PAL0910,2009-12-13,HUM,2.2,34
PAL0910,2009-12-13,HUM,4.0,0
PAL0910,2009-12-13,HUM,5.0,22
PAL0910,2009-12-19,HUM,2.1,24
PAL0910,2009-12-19,HUM,2.2,49
PAL0910,2009-12-19,HUM,4.0,0
PAL0910,2009-12-19,HUM,5.0,27
PAL0910,2009-12-24,HUM,2.1,19
PAL0910,2009-12-24,HUM,2.2,46
PAL0910,2009-12-24,HUM,4.0,0
PAL0910,2009-12-24,HUM,5.0,26
PAL0910,2009-12-29,HUM,2.1,28
PAL0910,2009-12-29,HUM,2.2,43
PAL0910,2009-12-29,HUM,4.0,0
PAL0910,2009-12-29,HUM,5.0,29
PAL0910,2010-01-02,HUM,2.1,22
PAL0910,2010-01-02,HUM,2.2,39
PAL0910,2010-01-02,HUM,4.0,0
PAL0910,2010-01-02,HUM,5.0,29
PAL0910,2010-01-07,HUM,2.1,20
PAL0910,2010-01-07,HUM,2.2,42
PAL0910,2010-01-07,HUM,4.0,0
PAL0910,2010-01-07,HUM,5.0,30
PAL0910,2010-01-12,HUM,2.1,28
PAL0910,2010-01-12,HUM,2.2,39
PAL0910,2010-01-12,HUM,4.0,0
PAL0910,2010-01-12,HUM,5.0,25
PAL0910,2010-01-18,HUM,2.1,19
PAL0910,2010-01-18,HUM,2.2,40
PAL0910,2010-01-18,HUM,4.0,0
PAL0910,2010-01-18,HUM,5.0,26
PAL0910,2010-01-23,HUM,2.1,23
PAL0910,2010-01-23,HUM,2.2,32
PAL0910,2010-01-23,HUM,4.0,0
PAL0910,2010-01-23,HUM,5.0,24
PAL0910,2010-01-26,HUM,2.1,15
PAL0910,2010-01-26,HUM,2.2,35
PAL0910,2010-01-26,HUM,4.0,0
PAL0910,2010-01-26,HUM,5.0,17
PAL0910,2010-01-31,HUM,2.1,8
PAL0910,2010-01-31,HUM,2.2,11
PAL0910,2010-01-31,HUM,4.0,0
PAL0910,2010-01-31,HUM,5.0,7
PAL0910,2010-02-04,HUM,2.1,5
PAL0910,2010-02-04,HUM,2.2,6
PAL0910,2010-02-04,HUM,4.0,0
PAL0910,2010-02-04,HUM,5.0,9
PAL0910,2010-02-10,HUM,2.1,0
PAL0910,2010-02-10,HUM,2.2,4
PAL0910,2010-02-10,HUM,4.0,0
PAL0910,2010-02-10,HUM,5.0,1
PAL0910,2010-02-16,HUM,2.1,0
PAL0910,2010-02-16,HUM,2.2,0
PAL0910,2010-02-16,HUM,4.0,0
PAL0910,2010-02-16,HUM,5.0,0
PAL0910,2010-02-22,HUM,2.1,0
PAL0910,2010-02-22,HUM,2.2,0
PAL0910,2010-02-22,HUM,4.0,0
PAL0910,2010-02-22,HUM,5.0,0
PAL1011,2010-10-19,HUM,2.1,5
PAL1011,2010-10-19,HUM,2.2,22
PAL1011,2010-10-19,HUM,4.0,0
PAL1011,2010-10-19,HUM,5.0,12
PAL1011,2010-10-21,HUM,2.1,9
PAL1011,2010-10-21,HUM,2.2,41
PAL1011,2010-10-21,HUM,4.0,0
PAL1011,2010-10-21,HUM,5.0,22
PAL1011,2010-10-23,HUM,2.1,12
PAL1011,2010-10-23,HUM,2.2,49
PAL1011,2010-10-23,HUM,4.0,0
PAL1011,2010-10-23,HUM,5.0,27
PAL1011,2010-10-25,HUM,2.1,21
PAL1011,2010-10-25,HUM,2.2,50
PAL1011,2010-10-25,HUM,4.0,0
PAL1011,2010-10-25,HUM,5.0,28
PAL1011,2010-10-28,HUM,2.1,26
PAL1011,2010-10-28,HUM,2.2,56
PAL1011,2010-10-28,HUM,4.0,0
PAL1011,2010-10-28,HUM,5.0,32
PAL1011,2010-10-31,HUM,2.1,30
PAL1011,2010-10-31,HUM,2.2,58
PAL1011,2010-10-31,HUM,4.0,0
PAL1011,2010-10-31,HUM,5.0,34
PAL1011,2010-11-02,HUM,2.1,33
PAL1011,2010-11-02,HUM,2.2,58
PAL1011,2010-11-02,HUM,4.0,0
PAL1011,2010-11-02,HUM,5.0,5
PAL1011,2010-11-04,HUM,2.1,32
PAL1011,2010-11-04,HUM,2.2,60
PAL1011,2010-11-04,HUM,4.0,0
PAL1011,2010-11-04,HUM,5.0,38
PAL1011,2010-11-06,HUM,2.1,32
PAL1011,2010-11-06,HUM,2.2,61
PAL1011,2010-11-06,HUM,4.0,0
PAL1011,2010-11-06,HUM,5.0,39
PAL1011,2010-11-08,HUM,2.1,31
PAL1011,2010-11-08,HUM,2.2,60
PAL1011,2010-11-08,HUM,4.0,0
PAL1011,2010-11-08,HUM,5.0,37
PAL1011,2010-11-10,HUM,2.1,31
PAL1011,2010-11-10,HUM,2.2,60
PAL1011,2010-11-10,HUM,4.0,0
PAL1011,2010-11-10,HUM,5.0,38
PAL1011,2010-11-13,HUM,2.1,30
PAL1011,2010-11-13,HUM,2.2,57
PAL1011,2010-11-13,HUM,4.0,0
PAL1011,2010-11-13,HUM,5.0,34
PAL1011,2010-11-15,HUM,2.2,49
PAL1011,2010-11-15,HUM,4.0,0
PAL1011,2010-11-15,HUM,5.0,30
PAL1011,2010-11-16,HUM,2.1,23
PAL1011,2010-11-17,HUM,2.1,24
PAL1011,2010-11-17,HUM,2.2,42
PAL1011,2010-11-17,HUM,4.0,0
PAL1011,2010-11-17,HUM,5.0,30
PAL1011,2010-11-19,HUM,2.1,22
PAL1011,2010-11-19,HUM,2.2,35
PAL1011,2010-11-19,HUM,4.0,0
PAL1011,2010-11-19,HUM,5.0,28
PAL1011,2010-11-24,HUM,2.1,25
PAL1011,2010-11-24,HUM,2.2,34
PAL1011,2010-11-24,HUM,4.0,0
PAL1011,2010-11-24,HUM,5.0,18
PAL1011,2010-11-28,HUM,2.1,15
PAL1011,2010-11-28,HUM,2.2,32
PAL1011,2010-11-28,HUM,4.0,0
PAL1011,2010-11-28,HUM,5.0,17
PAL1011,2010-12-03,HUM,2.1,13
PAL1011,2010-12-03,HUM,2.2,26
PAL1011,2010-12-03,HUM,4.0,0
PAL1011,2010-12-03,HUM,5.0,16
PAL1011,2010-12-08,HUM,2.1,13
PAL1011,2010-12-08,HUM,2.2,35
PAL1011,2010-12-08,HUM,4.0,0
PAL1011,2010-12-08,HUM,5.0,17
PAL1011,2010-12-13,HUM,2.1,17
PAL1011,2010-12-13,HUM,2.2,46
PAL1011,2010-12-13,HUM,4.0,0
PAL1011,2010-12-13,HUM,5.0,18
PAL1011,2010-12-18,HUM,2.1,17
PAL1011,2010-12-18,HUM,2.2,46
PAL1011,2010-12-18,HUM,4.0,0
PAL1011,2010-12-18,HUM,5.0,24
PAL1011,2010-12-23,HUM,2.1,20
PAL1011,2010-12-23,HUM,2.2,35
PAL1011,2010-12-23,HUM,4.0,0
PAL1011,2010-12-23,HUM,5.0,28
PAL1011,2010-12-28,HUM,2.1,18
PAL1011,2010-12-28,HUM,2.2,40
PAL1011,2010-12-28,HUM,4.0,0
PAL1011,2010-12-28,HUM,5.0,24
PAL1011,2011-01-02,HUM,2.1,13
PAL1011,2011-01-02,HUM,2.2,37
PAL1011,2011-01-02,HUM,4.0,0
